Total_Size
7
13
4
6
9
7
4
4
10
7
4
14
4
5
23
11
12
30
26
10
9
8
13
15
15
29
4
12
13
19
14
14
20
8
34
12
19
11
7
12
8
11
4
4
17
6
4
13
5
6
6
10
13
7
3
5
4
14
11
15
4
4
6
22
15
7
4
10
7
14
14
7
12
10
24
4
11
19
4
20
4
13
5
8
4
